resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_watts,max_watts,weighted_average_watts,device_watts,kilojoules,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,suffer_score
2,Morning Run,2308.5,879,902,5.8,Run,Run,,15864236654,2025-09-19T11:52:02Z,2025-09-19T07:52:02Z,(GMT-05:00) America/New_York,-14400.0,,,,0,2,0,1,0,False,False,False,False,everyone,False,g7385283,"[39.946679, -75.162006]","[39.949312, -75.167547]",2.626,4.12,188.5,211.0,186.0,True,165.7,True,143.3,157.0,False,True,16.0,12.4,16942884752.0,16942884752.0,BE95E6C1-29D1-4484-B329-B74C0EF02152.fit,False,0,0,False,67419870,1,a15864236654,_cyrFvkwiMa@hGGf@MrCBpACXMh@K`AOlEq@hHqBn\@rB]nGDLLFnAJJGLQFSFYVwD@i@AWGWOQYQq@GOEKIAU`A{NTcFD{CAKKGsBUy@Q,2,
2,Afternoon Weight Training - Push,0.0,2723,2723,0.0,Workout,WeightTraining,,15858485342,2025-09-18T18:53:07Z,2025-09-18T14:53:07Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,2,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,107.4,136.0,False,True,0.0,0.0,16936977551.0,16936977551.0,5CA7B083-53C3-42CA-9AAD-0282B2ACFE94.fit,False,0,0,False,67419870,1,a15858485342,,2,
2,Afternoon Weight Training - Legs,0.0,1862,1862,0.0,WeightTraining,WeightTraining,30.0,15846253805,2025-09-17T18:34:36Z,2025-09-17T14:34:36Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,1,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,117.6,152.0,False,True,0.0,0.0,16924448579.0,16924448579.0,095B8A84-FB67-4A90-AC62-8E9B30FCF95E.fit,False,0,0,False,67419870,1,a15846253805,,2,
2,Afternoon Weight Training - Pull,0.0,2412,2412,0.0,WeightTraining,WeightTraining,30.0,15824210476,2025-09-15T21:26:22Z,2025-09-15T17:26:22Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,1,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,102.3,129.0,False,True,0.0,0.0,16901822167.0,16901822167.0,092E89DF-ADAE-4C90-B8A9-F01B79F7A7F4.fit,False,0,0,False,67419870,1,a15824210476,,2,
2,Afternoon Weight Training -  Push,0.0,3142,3142,0.0,WeightTraining,WeightTraining,30.0,15780034841,2025-09-11T21:02:38Z,2025-09-11T17:02:38Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,2,1,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,116.3,147.0,False,True,0.0,0.0,16855370494.0,16855370494.0,763CAFD5-6EAC-4FE3-9E98-0E0217E9D754.fit,False,0,0,False,67419870,1,a15780034841,,2,
2,Afternoon Yoga,0.0,3146,3146,0.0,Yoga,Yoga,31.0,15780034498,2025-09-11T19:58:46Z,2025-09-11T15:58:46Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,2,1,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,113.6,143.0,False,True,0.0,0.0,16855370113.0,16855370113.0,0B3FD28D-4726-44B7-94DE-7A2382E82CF1.fit,False,0,0,False,67419870,1,a15780034498,,2,
2,Lunch Weight Training,0.0,2488,2488,0.0,WeightTraining,WeightTraining,30.0,16101188217,2025-09-10T15:46:50Z,2025-09-10T11:46:50Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,119.0,150.0,False,True,0.0,0.0,17184108466.0,17184108466.0,615F603D-AB61-493D-A092-D4D99C27617E.fit,False,0,0,False,67419870,1,a16101188217,,2,
2,Afternoon Weight Training - Push,0.0,3179,3179,0.0,WeightTraining,WeightTraining,30.0,15757320473,2025-09-09T20:04:12Z,2025-09-09T16:04:12Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,2,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,115.2,140.0,False,True,0.0,0.0,16831387221.0,16831387221.0,7320B5BC-0643-4AB5-A84C-15549BD3428C.fit,False,0,0,False,67419870,1,a15757320473,,2,
2,Afternoon Weight Training - Pull,0.0,3556,3556,0.0,WeightTraining,WeightTraining,30.0,15744324113,2025-09-08T19:22:52Z,2025-09-08T15:22:52Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,1,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,108.2,138.0,False,True,0.0,0.0,16817687821.0,16817687821.0,E57A1F4B-3CD1-49F4-8692-DE52CE9A6747.fit,False,0,0,False,67419870,1,a15744324113,,2,
2,Afternoon Weight Training - Push,0.0,3430,3430,0.0,WeightTraining,WeightTraining,30.0,15698528309,2025-09-04T18:45:05Z,2025-09-04T14:45:05Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,122.6,157.0,False,True,0.0,0.0,16769118360.0,16769118360.0,C19DABC8-D4BF-42B9-903E-EA7B6AD60E1F.fit,False,0,0,False,67419870,1,a15698528309,,2,
2,Lunch Weight Training - Legs,0.0,2700,2700,0.0,WeightTraining,WeightTraining,30.0,15685172158,2025-09-03T16:15:03Z,2025-09-03T12:15:03Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,1,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,121.9,154.0,False,True,0.0,0.0,16754772362.0,16754772362.0,DDD14602-8992-4D81-92F7-D1DBA3964E55.fit,False,0,0,False,67419870,1,a15685172158,,2,
2,Lunch Weight Training,0.0,2683,2683,0.0,WeightTraining,WeightTraining,30.0,16101188317,2025-09-02T16:10:17Z,2025-09-02T12:10:17Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,114.0,144.0,False,True,0.0,0.0,17184108520.0,17184108520.0,DB8E3C31-0BB1-4C3C-B608-09E370278702.fit,False,0,0,False,67419870,1,a16101188317,,2,
2,Afternoon Weight Training - Push,0.0,1750,1750,0.0,WeightTraining,WeightTraining,30.0,15653479886,2025-08-31T20:23:42Z,2025-08-31T16:23:42Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,1,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,111.6,135.0,False,True,0.0,0.0,16719565327.0,16719565327.0,DDE3E429-AAFB-44F4-8091-AE967024E69F.fit,False,0,0,False,67419870,1,a15653479886,,2,
2,Afternoon Weight Training - Legs,0.0,2847,2847,0.0,WeightTraining,WeightTraining,30.0,15626872723,2025-08-28T19:24:57Z,2025-08-28T15:24:57Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,1,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,114.2,146.0,False,True,0.0,0.0,16690308555.0,16690308555.0,9080D9F9-9686-4061-9DDD-2BB6076376CD.fit,False,0,0,False,67419870,1,a15626872723,,2,
2,Afternoon Weight Training - Pull,0.0,3614,3614,0.0,WeightTraining,WeightTraining,30.0,15609324378,2025-08-27T19:53:49Z,2025-08-27T15:53:49Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,121.6,153.0,False,True,0.0,0.0,16671460415.0,16671460415.0,72E1C10C-5C2B-4083-AF16-0E937FEF2107.fit,False,0,0,False,67419870,1,a15609324378,,2,
2,Afternoon Weight Training - Push,0.0,2834,2834,0.0,WeightTraining,WeightTraining,30.0,15596091333,2025-08-26T17:46:54Z,2025-08-26T13:46:54Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,2,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,102.0,133.0,False,True,0.0,0.0,16657371169.0,16657371169.0,CF20970B-D1C3-47DF-9E4B-2B0A4588A372.fit,False,0,0,False,67419870,1,a15596091333,,2,
2,Afternoon Weight Training - Legs,0.0,2811,2811,0.0,WeightTraining,WeightTraining,30.0,15584962145,2025-08-25T19:21:02Z,2025-08-25T15:21:02Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,2,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,110.6,140.0,False,True,0.0,0.0,16645477500.0,16645477500.0,FFDCAE7E-0C23-4A33-BC99-A693EDA99059.fit,False,0,0,False,67419870,1,a15584962145,,2,
2,Afternoon Weight Training - Push,0.0,2436,2436,0.0,Workout,WeightTraining,,15550283416,2025-08-22T18:49:21Z,2025-08-22T14:49:21Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,3,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,108.9,135.0,False,True,0.0,0.0,16607552355.0,16607552355.0,02086187-9123-4CA1-94BC-7A850B52BBD4.fit,False,0,0,False,67419870,1,a15550283416,,2,
2,Afternoon Weight Training - Pull,0.0,2832,2832,0.0,WeightTraining,WeightTraining,30.0,15539819844,2025-08-21T19:26:29Z,2025-08-21T15:26:29Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,2,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,114.8,140.0,False,True,0.0,0.0,16595696113.0,16595696113.0,735C6594-1689-4612-9497-57CC85DB57AD.fit,False,0,0,False,67419870,1,a15539819844,,2,
2,Afternoon Weight Training,0.0,2362,2362,0.0,WeightTraining,WeightTraining,30.0,15518142180,2025-08-19T21:49:44Z,2025-08-19T17:49:44Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,1,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,111.5,142.0,False,True,0.0,0.0,16572306748.0,16572306748.0,B5090919-93A0-434D-8ACA-58712F0763CE.fit,False,0,0,False,67419870,1,a15518142180,,2,
2,Lunch Weight Training,0.0,3459,3459,0.0,WeightTraining,WeightTraining,30.0,16101188098,2025-08-18T16:27:28Z,2025-08-18T12:27:28Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,107.4,137.0,False,True,0.0,0.0,17184108360.0,17184108360.0,7ACB7DB8-A0C8-4712-8015-3080E77804EB.fit,False,0,0,False,67419870,1,a16101188098,,2,
2,Evening Run,1624.8,620,624,2.2,Run,Run,,15495294039,2025-08-17T23:05:35Z,2025-08-17T19:05:35Z,(GMT-05:00) America/New_York,-14400.0,,,,0,3,0,1,0,False,False,False,False,everyone,False,g7385283,"[39.946464, -75.160836]","[39.944358, -75.155195]",2.621,3.62,182.5,198.0,180.0,True,113.2,True,141.2,155.0,False,True,13.6,11.4,16547977369.0,16547977369.0,1125D03B-7955-4892-B4D3-792861619CF0.fit,False,0,0,False,67419870,1,a15495294039,wxxrFrjviMh@gGLcALGd@?RCFCBEDQZgC`@{FFuBFc@Nc@TSJCb@DDADE\uFBMFCLAv@HFDBDBJQ`C,2,
2,Lunch Weight Training,0.0,1933,1933,0.0,WeightTraining,WeightTraining,30.0,15480811114,2025-08-16T16:14:35Z,2025-08-16T12:14:35Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,1,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,100.2,136.0,False,True,0.0,0.0,16532412839.0,16532412839.0,9B2C75E0-50C0-45E8-BC18-C5A10079D26A.fit,False,0,0,False,67419870,1,a15480811114,,2,
2,Afternoon Weight Training,0.0,3708,3708,0.0,WeightTraining,WeightTraining,30.0,15470531129,2025-08-15T17:47:48Z,2025-08-15T13:47:48Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,2,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,105.4,131.0,False,True,0.0,0.0,16521427569.0,16521427569.0,9C7A5D61-F576-490B-8BC6-1CBABE124B64.fit,False,0,0,False,67419870,1,a15470531129,,2,
2,Afternoon Weight Training,0.0,3003,3003,0.0,WeightTraining,WeightTraining,30.0,15459356527,2025-08-14T17:43:29Z,2025-08-14T13:43:29Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,2,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,107.5,136.0,False,True,0.0,0.0,16509502485.0,16509502485.0,EF4A5D4C-64B5-43D2-B31B-E7D930A77DA5.fit,False,0,0,False,67419870,1,a15459356527,,2,
2,Morning Weight Training,0.0,2357,2357,0.0,WeightTraining,WeightTraining,30.0,15451638212,2025-08-13T13:57:01Z,2025-08-13T09:57:01Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,1,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,109.5,148.0,False,True,0.0,0.0,16501235692.0,16501235692.0,B5D8AD6E-6743-4674-B3E6-E901BC166F38.fit,False,0,0,False,67419870,1,a15451638212,,2,
2,Afternoon Weight Training,0.0,3004,3004,0.0,WeightTraining,WeightTraining,30.0,15451638234,2025-08-11T19:02:43Z,2025-08-11T15:02:43Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,1,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,106.7,137.0,False,True,0.0,0.0,16501235691.0,16501235691.0,EDC6D750-3103-40BB-B1DC-61FAE4D0B3A1.fit,False,0,0,False,67419870,1,a15451638234,,2,
2,Lunch Weight Training - Push,0.0,2576,2576,0.0,WeightTraining,WeightTraining,30.0,15379021540,2025-08-07T16:33:29Z,2025-08-07T12:33:29Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,1,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,100.2,140.0,False,True,0.0,0.0,16423653513.0,16423653513.0,CF65A6BE-EE8E-40D6-939B-F5E4F6F1BAB1.fit,False,0,0,False,67419870,1,a15379021540,,2,
2,Penn Tennis Clinic,0.0,4218,4218,0.0,Workout,Tennis,,15366291609,2025-08-05T22:51:40Z,2025-08-05T18:51:40Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,1,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,121.5,151.0,False,True,0.0,0.0,16410084874.0,16410084874.0,37C661C0-D990-4684-8E3B-AFAA8AC72D72.fit,False,0,0,False,67419870,1,a15366291609,,2,
2,Lunch Weight Training - Legs,0.0,3112,3112,0.0,WeightTraining,WeightTraining,30.0,15355195063,2025-08-05T16:28:19Z,2025-08-05T12:28:19Z,(GMT-04:00) America/Anguilla,-14400.0,,,,0,2,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,,,,,,True,107.9,152.0,False,True,0.0,0.0,16398259041.0,16398259041.0,FE4CF40A-B5ED-4641-9A14-2E8F79F8DA03.fit,False,0,0,False,67419870,1,a15355195063,,2,
